State Name,pH,Conductivity,BOD (mg/L),Nitrate N (mg/L),Faecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Total Dissolved Solids (mg/L),Fluoride (mg/L)
JK,7.6,225.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,196,#DIV/0!
JK,7.3,333.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,292,#DIV/0!
JK,7.9,282.6333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,248,#DIV/0!
JK,6.9,402.3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35,#DIV/0!
JK,7.5,229.1666667,3.3,#DIV/0!,#DIV/0!,#DIV/0!,200,#DIV/0!
JK,8.3,376.1,1.7,#DIV/0!,#DIV/0!,#DIV/0!,326,#DIV/0!
JK,7.3,319.1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,280,#DIV/0!
JH,8.2,169.4,1.6,#DIV/0!,#DIV/0!,#DIV/0!,220,#DIV/0!
JH,7.6,186.5333333,2.4,#DIV/0!,#DIV/0!,#DIV/0!,280,#DIV/0!
KN,7.3,108.1,3,5.77,466,940,134,0.15
KN,7.8,134.6,2.2,0.35,720,2042,117,0.2
KR,6.4,122.8,2.1,0.3,190,785,100,0.25
KR,6,47.66666667,1,0.3,59.5,325,43.5,0.2
KR,7.8,159.6,2.5,0.3,51,156,145,0.2
KR,6.4,83.46666667,1,1.53,43,80,70,0.2
KR,6.4,219.1333333,3.6,0.35,460,950,175,0.25
KR,6.4,123.8,1,0.45,355,775,106,0.2
KR,5.4,82.13333333,2.5,0.3,172.5,1629,67.5,0.25
KR,7.8,142.9333333,1.4,0.35,40,92,153.5,0.2
KR,5.8,218.2666667,3.3,0.3,5,210,177.5,0.25
KR,5.6,70.53333333,1.1,0.3,62,405,62,0.2
KR,5.5,46.83333333,1,0.3,20.5,71,46,0.2
KR,5.7,49.56666667,1,0.6,295,600,44.5,0.2
KR,7.6,517.5333333,1.1,1.145,280,600,477,0.4
KR,6.9,117.9666667,1.25,0.35,20,81,112.5,0.2
KR,7.1,122.3666667,1.35,0.35,35,105,117,0.2
KR,5.9,165.9666667,1.2,0.55,2,2,148,0.6
KR,7.1,246.7,1.35,0.55,74.5,145,212,0.6
KR,7.6,161.2,1.15,0.555,32.5,77,140,0.35
KR,6.7,63.9,1,0.45,855,1045,52.5,0.2
KR,7.2,159.4,4.65,0.3,255,720,138,0.2
KR,5.9,141.9666667,1.65,0.55,490,920,125,0.25
KR,6.6,109.2,2.05,0.3,100,355,94.5,0.2
KR,7,111.3333333,1,0.3,34.5,245,100,0.2
KR,6.4,186.1333333,1,0.3,32.5,235,159,0.25
KR,6.6,100.8666667,1.05,0.4,20.5,87,102.5,0.2
KR,5.6,153.2,1.2,0.3,200,840,143.5,0.2
KR,5.5,171.1666667,1.05,0.3,30,195,148,0.2
KR,8,125.3333333,2.6,0.3,201,400,111,0.65
KR,6.7,85.23333333,1,0.95,500,945,76,0.2
KR,6.1,166.7,1,0.3,550,1125,149,0.2
KR,6.3,68.43333333,1,2.595,80,190,59,0.2
KR,7,335.3333333,3.05,0.415,290,995,272.5,0.3
KR,7.1,308.0333333,1,0.3,40,250,288,0.25
LW,7.3,478.4333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,478,#DIV/0!
LW,7.1,587.0333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,588,#DIV/0!
LW,7,651.6666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,633.5,#DIV/0!
LW,7,922,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,897,#DIV/0!
LW,7.2,627.0666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,628,#DIV/0!
LW,7.6,906.5333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,881.5,#DIV/0!
LW,7.5,523.1666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,523.5,#DIV/0!
LW,7.3,733.7666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,735,#DIV/0!
LW,7.2,452.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,439,#DIV/0!
LW,7.2,576.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,577,#DIV/0!
LW,7.4,537.1333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,537,#DIV/0!
LW,7.4,728.4666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,708,#DIV/0!
LW,7.2,479.0666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,479,#DIV/0!
LW,7.7,753.5666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,754.5,#DIV/0!
LW,6.6,575.5333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,559,#DIV/0!
LW,7.7,1078.233333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1049,#DIV/0!
LW,7.1,408.7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,396.5,#DIV/0!
LW,7.4,1732.466667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,685,#DIV/0!
LW,6.7,575.5666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,559.5,#DIV/0!
LW,7.5,698.1666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,678,#DIV/0!
LW,7.4,1012.133333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,894.5,#DIV/0!
LW,7.7,694.2333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,674.5,#DIV/0!
LW,7.2,416.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,416,#DIV/0!
LW,7.3,322.4333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,322,#DIV/0!
LW,7.1,3482.366667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3393,#DIV/0!
LW,6.9,1762.633333,#DIV/0!,0.3,2,2,1750.5,#DIV/0!
LW,7.5,581.1666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,581.5,#DIV/0!
LD,7,636,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,618,#DIV/0!
LD,7.5,1319.166667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1284,#DIV/0!
LD,7.2,406.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,206,#DIV/0!
LD,7.3,377.7666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,377,#DIV/0!
LD,7.4,251.1333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,250,#DIV/0!
LD,7.4,759.8,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,759.5,#DIV/0!
LD,7.2,1278.066667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1243.5,#DIV/0!
LD,7.8,1246.266667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1249.5,#DIV/0!
LD,7.1,662.3666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
LD,7.2,586.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,240,#DIV/0!
LD,8,814.3333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,816,#DIV/0!
LD,7.2,625.7333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,626,#DIV/0!
LD,7.2,444.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,444,#DIV/0!
LD,6.9,749.9666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,729,#DIV/0!
LD,7.5,450.1666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,450,#DIV/0!
MP,7.8,381.6,1,1.28,2,3,425,0.7
MP,7.3,334.4333333,1,0.4,2,10,476,0.2
MP,7.5,353.1666667,#DIV/0!,2.4,#DIV/0!,#DIV/0!,377,#DIV/0!
MP,7.4,281.1333333,1,0.3,2,14,308,0.2
MP,7.4,413.4666667,1,0.35,2,17,572,0.2
MP,7.4,294.4666667,1,0.6,2,13,365,0.2
MP,7.3,265.4333333,1,0.45,2,15,294,0.2
MP,7.5,351.5,#DIV/0!,3.05,#DIV/0!,#DIV/0!,424,#DIV/0!
MP,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MP,7.3,277.7666667,#DIV/0!,3.9,#DIV/0!,#DIV/0!,385,#DIV/0!
MP,7.5,360.1666667,#DIV/0!,2.2,#DIV/0!,#DIV/0!,398,#DIV/0!
MP,7.6,301.2,#DIV/0!,4.1,#DIV/0!,#DIV/0!,330,#DIV/0!
MP,7.5,192.5,#DIV/0!,2.05,#DIV/0!,#DIV/0!,233,#DIV/0!
MP,7.5,353.1666667,#DIV/0!,2.4,#DIV/0!,#DIV/0!,367,#DIV/0!
MP,7.5,1002.5,#DIV/0!,1.8,2,11,960,#DIV/0!
MP,7.9,1085.966667,#DIV/0!,0.8,2,12,998,#DIV/0!
MP,7.6,288.5333333,#DIV/0!,3.3,#DIV/0!,#DIV/0!,297.5,#DIV/0!
MP,8.4,500.8,1,0.3,2,4,628.5,0.2
MP,7.4,282.4666667,1,0.3,2,14,368,0.2
MP,7.2,920.0666667,1,5.95,66,220,1035,0.3
MP,8.1,484.7,1.3,1.3,3,15,450,0.2
MP,7.6,1504.533333,1,20.51,2,23.5,411,0.2
MP,7.9,562.9666667,5.25,3.025,2,280,548,0.45
MP,7.1,751.7,1.25,7.68,2,22,822,0.25
MP,7.4,787.8,2.8,15.09,2,24,765,#DIV/0!
MP,7.9,259.9666667,#DIV/0!,0.3,2,14,248,#DIV/0!
MP,7.8,531.9333333,1.5,6.755,46,210,574,0.2
MP,7.2,691.0666667,1.3,12.04,#DIV/0!,#DIV/0!,605,0.2
MP,7.5,363.5,2.5,8.53,58,350,380,0.2
MP,8.1,1863.7,1,2.445,2,3,386,0.7
MP,7.4,1570.466667,1,2.97,2,4,1459,0.7
MP,7.8,599.9333333,1,3.09,2,4,546.5,0.85
MP,7.7,507.5666667,1.5,1.3,3,15,458.5,0.2
MP,7.2,934.7333333,1.1,3.4,2,8,1337,#DIV/0!
MP,7.1,672.7,1,3.5,2,6,789.5,#DIV/0!
MP,7.5,247.8333333,1,0.5,2,17,381.5,0.2
MP,7.6,190.5333333,1,0.4,2,13,341.5,0.2
MP,8.1,464.0333333,1,1.3,3,14.5,482.5,0.2
MP,7.8,1720.6,1.8,4.94,#DIV/0!,#DIV/0!,1908,#DIV/0!
MP,7.5,964.8333333,1,3.32,2,6.5,835,0.9
MP,8.1,362.7,1,0.74,2,2,391.5,#DIV/0!
MP,8.1,369.0333333,1,0.76,2,2,411.5,#DIV/0!
MP,7.4,3563.133333,1.2,10.9,#DIV/0!,#DIV/0!,4266,#DIV/0!
MP,7.3,1243.1,1.2,8.2,#DIV/0!,#DIV/0!,1302,#DIV/0!
MP,7.9,1816.633333,1.5,5.41,2,22,1973,0.2
MP,7.8,546.9333333,1.05,9.925,48,230,609,0.2
MP,7.7,343.5666667,1,0.8,2,11,458,0.2
MP,7.5,287.8333333,1,0.45,2,14,397,0.2
MP,7.5,1130.833333,1.5,4.705,#DIV/0!,#DIV/0!,1335,#DIV/0!
MP,7.9,409.3,2.1,0.62,2,29,371,#DIV/0!
MP,7.5,2121.833333,1.2,6.15,#DIV/0!,#DIV/0!,2230,#DIV/0!
MP,7.6,1563.866667,1,4.53,2,7,1438,0.75
MP,7.8,1846.933333,1.8,2.98,2,9,1728,0.9
MP,7.7,865.5666667,1,2.255,2,4,859.5,0.7
MP,7.8,1039.266667,1,3.17,2,6,933,0.8
MH,8,585.6666667,4.2,0.47,8,140,797.5,0.25
MH,7.3,1086.1,5.2,7.695,6,58,1254.5,0.2
MH,7.9,2361.633333,4.8,9.9,40,412.5,3275,0.2
MH,7.5,588.8333333,3.5,6.53,6,63,698,0.2
MH,7.3,932.4333333,3.2,1.75,#DIV/0!,#DIV/0!,1024,1
MH,7.1,668.3666667,3,6.5,22,100,782,0.2
MH,8,523.6666667,1.9,5.17,#DIV/0!,#DIV/0!,554,0.25
MH,8,946.3333333,2.3,2.965,#DIV/0!,#DIV/0!,970,0.35
MH,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MH,7.9,1944.633333,4.8,9.98,77.5,625,2411,0.2
MH,7.8,1827.6,2.5,2.875,#DIV/0!,#DIV/0!,1989,0.65
MH,7.8,907.9333333,4.4,9.605,23.5,235,1169,0.2
MH,8,501.3333333,4,0.3,17,120,599,0.2
MH,8.2,611.4,3,#DIV/0!,14,140,738,#DIV/0!
MH,7.6,595.2,3.6,7.15,4,49,666.5,0.2
MH,7.9,1279.3,2.6,0.3,#DIV/0!,#DIV/0!,1412,0.7
MH,7.4,699.8,2.6,4.86,4,11,714,0.2
MH,8.7,543.5666667,4.1,0.65,9.5,106,712,0.3
MH,8,497,3.15,1.45,6.5,71,617,0.25
MH,7.6,60.53333333,1.8,0.4,4,12.5,68.5,0.35
MH,7.2,229.4,1.7,0.55,5,16,241,0.3
MH,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MH,7.5,324.8333333,2.3,0.4,5,15,337.5,0.3
MH,7.2,191.0666667,1.7,1.385,4.5,15,198,0.25
MH,7.3,1009.1,4.2,7,22,120,1189,0.2
MH,7.8,2555.933333,6.8,10.855,27.5,587.5,3458,0.25
MH,8.1,521.7,5.1,5.48,15.5,492.5,666,0.2
MH,7.7,3483.9,3.7,1.845,9,53,681.5,0.5
MH,8,712,3.1,1.75,11.5,76,884.5,0.25
MH,7.9,1232.966667,3.8,1.1,21.5,171.5,1657.5,1.15
MH,8.2,1031.4,2.1,2.585,#DIV/0!,#DIV/0!,1060,0.3
MH,8.1,486.0333333,4.75,1.55,3,36,595.5,1.15
MH,8,478.6666667,3.8,0.3,12,94,571,0.2
MH,8.1,892.0333333,2,2.715,#DIV/0!,#DIV/0!,869,0.3
MH,8,68.66666667,3.5,0.37,14,66.5,89,0.2
MH,7.7,369.2333333,5.4,4.625,13,490,466,0.2
MH,6.9,648.9666667,5,2.7,26,150,761,0.2
MH,8,1060.666667,1.8,5.27,#DIV/0!,#DIV/0!,1062,0.4
MH,7.3,1165.766667,3.4,3.75,#DIV/0!,#DIV/0!,1238,1.1
MH,8,553.3333333,3.6,0.3,20,220,668,0.2
MH,6.2,2967.4,1.8,13.59,6,24,3036,0.2
MH,7.1,2911.033333,1.8,13.59,6,17,3872,0.2
MH,8.3,466.1,4.2,0.82,11.5,86,602.5,0.3
MH,8.6,461.2,4.5,1.2,8,86,565.5,0.4
MN,6.8,496.9333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,405,#DIV/0!
MN,6.8,82.93333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,120,#DIV/0!
MN,6.9,408.3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,291,#DIV/0!
MN,6.4,472.1333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,406,#DIV/0!
MN,6.9,330.9666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,250,#DIV/0!
MN,6.8,450.2666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,374,#DIV/0!
MN,7.2,390.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,345,#DIV/0!
ML,6.8,131.6,1.45,0.565,2,2,133.5,0.2
ML,5.5,89.16666667,1.55,0.325,2,2,90,0.2
ML,5.9,60.3,1.05,0.55,2,2,60.5,0.2
ML,7.1,63.7,1.45,9,2,19,68.5,0.2
ML,5.9,42.63333333,1.4,0.3,2,5.5,42,0.2
ML,6.7,99.9,1.65,4.45,12,112,101.5,0.2
ML,6.6,107.8666667,1.9,0.59,2,556,111,0.2
ML,9.3,212.1,1.3,0.735,2,2,214.5,0.2
ML,6.5,183.5,1.6,10.85,2,2,188,0.2
ML,6.8,37.6,1.4,0.3,2,7.5,36,0.2
ML,6.6,163.5333333,1.35,6.55,3,35,167,0.2
ML,5.7,95.9,1.2,6.25,2,2,97,0.2
ML,5.7,75.23333333,1.4,4.2,2,2,75.5,0.2
MZ,6.9,293.3,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,6,290,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,6.9,113.9666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.2,153.0666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,6.8,233.6,1,#DIV/0!,2,2,#DIV/0!,#DIV/0!
MZ,7.2,103.7333333,1.7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.8,384.2666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.9,182.6333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,6.3,193.4333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,6.6,166.5333333,1.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.1,225.7,1.15,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.1,311.7,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.2,133.7333333,1.15,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.8,156.6,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.1,71.7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,6.9,314.6333333,1.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,6.8,318.6,1.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.1,172.0333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.3,66.76666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.4,70.46666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,6.4,372.1333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.5,243.8333333,1.55,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.6,95.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7.3,199.7666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MZ,7,197.3333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
NL,7.5,166.1666667,#DIV/0!,0.8,#DIV/0!,#DIV/0!,125.5,0.2
NL,6.5,162.1666667,#DIV/0!,0.95,#DIV/0!,#DIV/0!,133.5,0.2
NL,6.6,487.8666667,#DIV/0!,1.6,#DIV/0!,#DIV/0!,121,0.2
NL,7.1,157.7,#DIV/0!,1.45,#DIV/0!,#DIV/0!,158,0.2
NL,7.8,270.2666667,#DIV/0!,1.8,#DIV/0!,#DIV/0!,184,0.2
NL,5.2,119.0666667,#DIV/0!,2.6,#DIV/0!,#DIV/0!,84,0.2
NL,6.5,168.5,#DIV/0!,1.75,#DIV/0!,#DIV/0!,129,0.2
NL,7,554.3333333,#DIV/0!,15,#DIV/0!,#DIV/0!,410,0.2
NL,7.5,694.1666667,#DIV/0!,1.55,#DIV/0!,#DIV/0!,251.5,0.2
NL,6,138,#DIV/0!,1.8,#DIV/0!,#DIV/0!,113.5,0.2
OR,7.2,638.7333333,1,16.25,2,2,#DIV/0!,0.25
OR,7.4,317.8,1,0.5,2,2,#DIV/0!,0.2
OR,7,98,1,1.3,2,2,#DIV/0!,0.45
OR,6.9,255.9666667,1,0.7,2,2,#DIV/0!,0.3
OR,8.5,856.5,1,0.65,2,2,#DIV/0!,1.25
OR,6.5,68.83333333,1,1.05,2,2,#DIV/0!,0.2
OR,7.2,718.4,1,7.15,2,2,#DIV/0!,0.35
OR,6.6,184.5333333,1,5.8,2,2,#DIV/0!,0.65
OR,7.1,148.7,1,0.85,2,2,#DIV/0!,0.2
OR,7.1,102.0333333,1.05,0.75,2,2,#DIV/0!,0.5
OR,6.8,122.6,1.05,4.95,2,2,#DIV/0!,0.75
OR,8.3,123.1,1,2.2,2,2,#DIV/0!,0.75
OR,6.2,141.0666667,1,0.95,2,2,#DIV/0!,0.25
OR,6.8,263.2666667,1,1.65,246,1101,#DIV/0!,0.5
OR,7.5,242.1666667,1,0.45,2,2,#DIV/0!,0.55
OR,7.2,98.4,1,0.8,2,2,#DIV/0!,3.9
OR,6.8,167.6,1,2.4,6.5,17.5,#DIV/0!,0.2
OR,6.9,114.9666667,1,0.45,2,2,#DIV/0!,0.2
OR,7.1,303.3666667,1.25,0.8,2,2,#DIV/0!,0.3
OR,7.7,455.5666667,1.05,0.85,2,2,#DIV/0!,0.5
OR,7.2,214.4,1,0.7,2,2,#DIV/0!,0.6
OR,6.8,148.6,1,1.1,2,2,#DIV/0!,0.2
OR,7.1,491.3666667,1,0.9,2,2,#DIV/0!,0.45
OR,7.6,221.5333333,1,0.35,2,2,#DIV/0!,0.35
OR,8,521.3333333,1.05,0.35,2,2,#DIV/0!,0.5
OR,7.8,698.6,1.1,0.65,2,2,#DIV/0!,0.2
OR,6.5,70.16666667,1.15,0.4,2,2,#DIV/0!,0.4
OR,7,213,1.05,0.8,2,2,#DIV/0!,0.3
OR,7.4,539.1333333,1.1,1.3,2,2,#DIV/0!,0.7
OR,7.3,336.1,1,6.25,2,2,#DIV/0!,0.5
OR,7.4,308.1333333,1,1.15,2,2,#DIV/0!,0.3
OR,7.4,176.8,1,0.55,6.5,14.5,#DIV/0!,0.2
OR,6.7,373.5666667,1,1.4,2,2,#DIV/0!,0.25
OR,7.1,78.7,1,0.95,2,2,#DIV/0!,0.35
OR,7.3,168.7666667,1,0.95,2,2,#DIV/0!,0.25
OR,6.3,292.4333333,1,0.95,2,2,#DIV/0!,0.2
OR,7.3,186.4333333,1,2.3,2,2,#DIV/0!,0.25
OR,7.5,210.5,1,0.95,2,2,#DIV/0!,0.25
OR,7.1,191.7,1,1.2,2,2,#DIV/0!,0.3
OR,5.8,365.2666667,1.1,0.7,2,2,#DIV/0!,0.2
OR,7.3,110.1,1,0.7,2,2,#DIV/0!,5.5
OR,8.1,411.0333333,1,0.45,2,2,#DIV/0!,1
OR,6.7,251.2333333,1,0.6,2,2,#DIV/0!,0.2
OR,7.2,195.7333333,1,1.3,2,2,#DIV/0!,21.7
OR,6,147,1.35,0.85,2,2,#DIV/0!,0.2
OR,7.6,511.5333333,1,0.8,2,2,#DIV/0!,0.65
OR,7.7,714.2333333,1,1.25,2,2,#DIV/0!,0.55
OR,8.2,743.4,1,0.5,2,2,#DIV/0!,0.85
OR,7,362,1,0.9,2,2,#DIV/0!,0.25
OR,7.4,403.4666667,1,0.7,2,2,#DIV/0!,0.2
OR,7.7,395.9,1,1.25,2,2,#DIV/0!,0.55
OR,7.1,589.7,1,18.6,2,2,#DIV/0!,0.2
OR,7.5,419.8333333,1,1.5,2,2,#DIV/0!,0.5
OR,7.5,423.8333333,1,1,2,2,#DIV/0!,0.25
OR,7.4,591.4666667,1,2.45,2,2,#DIV/0!,0.55
OR,7.7,1021.566667,1,1.35,2,2,#DIV/0!,0.3
OR,7,1411.333333,1,1.15,2,2,#DIV/0!,0.3
OR,7.6,405.2,1,0.7,2,2,#DIV/0!,0.4
OR,7.6,804.5333333,1,1.3,2,2,#DIV/0!,0.2
OR,8.4,14157.13333,1,0.3,2,2,#DIV/0!,0.55
OR,7.9,500.9666667,1,0.85,2,2,#DIV/0!,0.9
OR,7.3,270.7666667,1,0.85,2,2,#DIV/0!,0.2
OR,7.5,325.8333333,1,1,2,2,#DIV/0!,0.3
OR,7.1,203.7,1,1.45,2,2,#DIV/0!,0.2
OR,7.2,390.4,1,8.7,2,2,#DIV/0!,0.25
OR,7.4,1295.8,1,16.5,2,3.5,#DIV/0!,0.35
OR,8,1058.666667,1,5.1,#DIV/0!,#DIV/0!,#DIV/0!,0.2
OR,7.3,476.7666667,1,21,2,2,#DIV/0!,0.85
OR,7.8,467.6,1.1,6.15,2,2,#DIV/0!,0.65
OR,7.4,326.4666667,1,1.15,2,2,#DIV/0!,0.8
OR,7.2,1377.733333,1,0.6,12.5,25.5,#DIV/0!,0.35
OR,7.6,1047.2,1.05,0.9,2,2,#DIV/0!,0.25
OR,7.5,410.1666667,1,1,2,2,#DIV/0!,0.65
OR,6.5,273.5,1.25,0.55,2,2,#DIV/0!,0.45
OR,6.8,152.2666667,1,0.7,2,2,#DIV/0!,0.55
OR,7,134.3333333,1,0.8,2,2,#DIV/0!,0.35
OR,5.7,66.56666667,1,0.95,2,2,#DIV/0!,0.2
OR,7.3,286.1,1,1.3,2,2,10,0.75
OR,7.3,165.4333333,1.1,1.3,2,2,#DIV/0!,0.25
OR,6,234.6666667,1,0.75,2,2,#DIV/0!,0.25
OR,7.3,516.7666667,1,1.4,2,2,#DIV/0!,0.25
OR,7.4,517.8,1,0.8,2,2,#DIV/0!,0.65
OR,7.2,189.4,1.1,0.95,2,2,#DIV/0!,0.2
OR,6.9,604.3,1,1,2,2,#DIV/0!,0.25
OR,7.1,217.3666667,1,0.55,2,2,#DIV/0!,0.4
OR,6.4,88.8,1,1.1,2,2,#DIV/0!,0.5
OR,7.2,199.0666667,1,1.25,2,2,#DIV/0!,0.25
OR,6.6,329.5333333,1,1.45,2,2,#DIV/0!,0.2
OR,6.9,862.6333333,1,0.85,2,2,#DIV/0!,0.2
PY,7.6,985.5333333,1,8.05,#DIV/0!,#DIV/0!,912.5,#DIV/0!
PY,6.9,392.9666667,1,0.3,#DIV/0!,#DIV/0!,411,#DIV/0!
PY,7.7,955.9,1,3.03,#DIV/0!,#DIV/0!,759,#DIV/0!
PY,7.2,805.4,1,9.485,#DIV/0!,#DIV/0!,807.5,#DIV/0!
PY,7.6,955.2,1,3.24,#DIV/0!,#DIV/0!,981.5,#DIV/0!
PY,7,322,1,0.3,#DIV/0!,#DIV/0!,270.5,#DIV/0!
PY,6.1,376.7,1,1.72,#DIV/0!,#DIV/0!,300,#DIV/0!
PY,7.7,524.9,1,0.83,#DIV/0!,#DIV/0!,486.5,#DIV/0!
PY,7.7,836.2333333,1,4.3,#DIV/0!,#DIV/0!,760,#DIV/0!
PY,6.8,453.9333333,1,3.6,#DIV/0!,#DIV/0!,430,#DIV/0!
PY,7.6,1522.533333,1,1.435,#DIV/0!,#DIV/0!,1463,#DIV/0!
PY,6.5,505.5,1,4.5,#DIV/0!,#DIV/0!,562,#DIV/0!
PY,6.1,712.0333333,1,7.265,#DIV/0!,#DIV/0!,584,#DIV/0!
PY,7.1,483.0333333,1,4.285,#DIV/0!,#DIV/0!,548,#DIV/0!
PY,7,1221,1,1.07,#DIV/0!,#DIV/0!,1169,#DIV/0!
PY,5.3,194.4333333,1,0.3,#DIV/0!,#DIV/0!,190,#DIV/0!
